Easting,Northing,n,n_serious,locations
548825.0009,256124.9999,2,0,FULBOURN RD JUNCTION HEDINGTON DRIVE CAMBRIDGE
548825.0009,257474.9999,2,0,CHURCH END AT ROAD LEADING TO NO 122 CAMBRIDGE
548825.0009,265074.9999,2,1,A10 ELY RD OUTSIDE BOLLYWOOD SPICE WATERBEACH
548875.0009,248224.9999,2,1,LONDON RD PAMPISFORD AT TURNING FOR CAMRIDER
548875.0009,256824.9999,2,0,C233 CHERRY HINTON HIGH ST 60M SOUTH OF RAILWAY ST CAMBRIDGE
548925.0009,256924.9999,2,0,C233 HIGH ST CHERRY HINTON OUTSIDE SCHOOL CAMBRIDGE
549025.0009,247824.9999,2,0,C249 LONDON RD OUTSIDE VILLAGE VETS SAWSTON
549175.0009,247374.9999,2,0,A1301 ROUNDABOUT A505 PAMPISFORD
549175.0009,247574.9999,2,1,A1301 CAMBRIDGE RD JUNCTION LONDON RD PAMPISFORD
549375.0009,257574.9999,2,0,CHERRY HINTON RD JUNCTION GAXELLE WAY CAMBRIDGE
549475.0009,256474.9999,2,0,YARROW RD FULBOURN TESCO ROUNDABOUT
549675.0009,245624.9999,2,0,A1301 AT HINXTON NOT KNOWN WHICH JUNCTION NO GRID REF
549775.0009,247824.9999,2,1,A505 CAUSEWAY 200M SW OF TOWN LANE PAMPISFORD
549775.0009,265524.9999,2,1,WAY LANE  CATTELLS LANE
549825.0009,259274.9999,2,0,A1303 NEWMARKET RD JUNCTION AIRPORT WAY CAMBRIDGE
549925.0009,247924.9999,2,0,A505 JUNCTION HIGH STREET PAMPISFORD
550025.0009,279324.9999,2,0,A142 AT JN WITH COMMON ROAD
550075.0009,242424.9999,2,0,JUNCTION 9 M11
550075.0009,244574.9999,2,0,A1301 JUNCTION HINXTON HALL PRIVATE ROAD HINXTON
550125.0009,259324.9999,2,0,A1303 NEWMARKET RD OUTSIDE DARWIN FARM SHOP CAMBRIDGE
550175.0009,248274.9999,2,0,A505 CAUSEWAY JUNCTION BEECH LANE PAMPISFORD
550375.0009,273124.9999,2,1,A10 1500 METRES SOUTH OF JUNCTION WITH A1123   PLOTTED AT GR
550775.0009,274224.9999,2,1,A10 CAMBRIDGE RD OS MURCO GARAGE NEAR JNCT SHORT RD
550825.0009,274374.9999,2,0,20 CAMBRIDGE ROAD A10 120 METRES SOUTH OF JUNCTION WITH WILB
550925.0009,245724.9999,2,0,A11 SOUTHBOUND CWAY ONE MILE NORTH OF A1301 CAMBRIDGE
551125.0009,256374.9999,2,0,C237 TEVERSHAM CLOSE JUNCTION C234 HINTON RD FULBOURN
551175.0009,256374.9999,2,0,HINTON RD JUNCTION TEVERSHAM RD FULBOURN
551375.0009,259424.9999,2,1,A1303 NEWMARKET RD 300M SOUTH OF A14 CAMBRIDGE
551425.0009,274374.9999,2,0,NA
551425.0009,283874.9999,2,0,B1411 MILL HILL JUNCTION HIGH RD LITTLE DOWNHAM
551525.0009,276874.9999,2,1,C157 GRUNTY FEN RD 340M N OF C158 RED FEN RD ELY
551575.0009,259974.9999,2,0,B1102 CHURCH ROAD OUTSIDE NO 30 STOW CUM QUY
551575.0009,275624.9999,2,0,A10 CAMBRIDGE RD JW STRETHAM OLD STATION RD STRETHAM
551825.0009,249324.9999,2,0,A11 100M NORTH A505 NORTHBOUND CWAY LITTLE ABINGTON
551875.0009,259724.9999,2,0,A1303 ON SLIP TWDS A14 STOW CUM QUY
551925.0009,248874.9999,2,0,BOURN BRIDGE RD JUNCTION PAMPISFORD RD RDABT GREAT ABINGTON
551925.0009,275874.9999,2,0,A10 ELY RD STRETHAM
551975.0009,256274.9999,2,1,HIGH ST NO 11 COOP SHOP FULBOURN
552175.0009,250124.9999,2,1,A11
552175.0009,250224.9999,2,0,A11 JUNCTION A1307 ABINGTON
552225.0009,283874.9999,2,0,B1411 MAIN ST 80M E OF CROWN GARDENS OS NO 91 LITTLE DOWN
552725.0009,276574.9999,2,0,A10 CAMBRIDGE RD JUNCTION THE WYCHES LITTLE THETFORD
552725.0009,276624.9999,2,0,A10 CAMBRIDGE RD JUNCTION THE WYTCHES LITTLE THETFORD ELY
552825.0009,284024.9999,2,0,B1411 ELY RD 20M SOUTH OF C129 LAWN LANE LT DOWNHAM
552825.0009,290924.9999,2,2,A1101 BATES DROVE JUNCTION BUTCHERS HILL FARM PRIVATE RD
553025.0009,278874.9999,2,0,A10 30M NW OF CAMBRIDGE RD RDABT ELY
553325.0009,282674.9999,2,1,B1411 DOWNHAM RD 1000M N OF A10 ELY
553325.0009,282724.9999,2,1,B1411 DOWNHAM RD LITTLE DOWNHAM
553625.0009,280174.9999,2,0,C315 CAMBRIDGE RD JUNCTION WEST END ELY
553725.0009,279024.9999,2,2,A142 ANGEL DROVE 250M SOUTH OF SIR JAMES BLACK RD ELY
554075.0009,280474.9999,2,0,C315 LYNN RD 2M NORTH CHAPEL ST ELY
554125.0009,248024.9999,2,0,A1307 JUNCTION LINTON RD ABINGTON
554275.0009,279624.9999,2,0,A142 ANGEL DROVE JUNCTION A142 STATION RD ELY
554575.0009,280824.9999,2,0,DEACONS LANE 10M WEST OF NEW BARNS RD ELY
554675.0009,248924.9999,2,0,HIGH ST HILDERSHAM BACK RD LINTON
554725.0009,279124.9999,2,0,A142 STUNTNEY CAUSEWAY ELY   NO OF DRIVEWAY NOT KNOWN
554775.0009,282474.9999,2,1,LYNN RD 400M NORTH DAVIDSON RD CHETTISHAM
554825.0009,280724.9999,2,0,B1382 LISLE LANE JUNCTION PRICKWILLOW RD ELY
555075.0009,272274.9999,2,1,A1123 DIMMOCKS COTE RD JUNCTION UPWARE RD WICKEN
555175.0009,247074.9999,2,0,NA
555175.0009,283524.9999,2,0,LYNN ROAD 300M WEST OF BLUE BOAR DRIVE
555275.0009,285924.9999,2,0,A10 ELY RD JUNCTION C152 GRANGE LANE LITTLEPORT
555325.0009,285524.9999,2,2,A10 350M SOUTH OF GRANGE LANE
555325.0009,285874.9999,2,1,A10 JUNCTION GRANGE LANE LITTLEPORT
555625.0009,262574.9999,2,0,B1102 STATION RD JUNCTION HIGH ST SWAFFHAM BULBECK
555925.0009,277624.9999,2,1,A142 NR STUNTNEY
556325.0009,285974.9999,2,0,NA
556425.0009,286224.9999,2,1,31 ELY ROAD
556525.0009,246824.9999,2,0,139 HIGH STREET B1052
556575.0009,263624.9999,2,2,GREEN BANK ROAD B1102 HIGH STREET
556625.0009,281474.9999,2,1,B1382 ELY RD JUNCTION C134 BRANCH BANK QUEEN ADELAIDE
556675.0009,284574.9999,2,1,ELY RD LITTLEPORT ON LEFT HAND BEND
556675.0009,286824.9999,2,1,C315 HIGH ST JUNCTION CROWN LANE LITTLEPORT
556725.0009,284524.9999,2,0,C315 ELY RD LITTLEPORT
557125.0009,248474.9999,2,1,B1052 ON SHARP BEND AWAY FROM LINTON. GRID REFERENCES PLACE
557325.0009,284424.9999,2,0,C134 BRANK BANK 2880M NORTH OF ELY RD QUEEN ADELAIDE
557375.0009,256374.9999,2,0,A11 JUNCTION TO WEST WRATTING
557425.0009,259974.9999,2,1,A14  EAST OF A14 JNCT STOW CYM QUY   EXACT LOC UNCLEAR
557575.0009,246024.9999,2,1,C244 BARTLOW RD LINTON ON A SLIGHT BEND
557575.0009,260024.9999,2,0,A14 WB J36 WBC ON SLIP WITH A11 NEWMARKET
557775.0009,256924.9999,2,1,A1304 LONDON RD JUNCTION C231 BRINKLEY RD SIX MILE BOTTOM
557775.0009,260124.9999,2,0,EBC JUST PASSED JUNCTION 36 A14
558025.0009,264824.9999,2,1,B1102 SWAFFHAM RD JUNCTION DEVILS DYKE BURWELL
558425.0009,245274.9999,2,0,C244 CAMPS RD JUNCTION C240 DEAN ROAD BARTLOW
558475.0009,274974.9999,2,0,A142 SHADE ROUNDABOUT SOHAM
558525.0009,274924.9999,2,1,SHADES A142 SOHAM ROUNDABOUT
558575.0009,260874.9999,2,1,A14 500M EAST OF A11 SWAFFHAM BULBECK
558625.0009,261024.9999,2,0,A14 10M EAST OF A11 CAMBRIDGE
558725.0009,261224.9999,2,0,A14 EBC 300 YARDS EAST OF A14 A11 JUNCTION 36 CAMBRIDGE
558775.0009,261324.9999,2,0,A14 EASTBOUND CWAY 500M N OF A11 SPLIT
559075.0009,274024.9999,2,0,HALL STREET JUNCTION WITH JULIAS MARTIN LANE
559325.0009,272974.9999,2,0,CLAY ST SOHAM ASDA SUPERMARKET
559575.0009,272824.9999,2,0,C305 SAND ST NR SOHAM SCHOOL SOHAM
560025.0009,271374.9999,2,1,A1123 WICKEN RD WICKEN
560175.0009,271424.9999,2,1,A1123 WICKEN RD AT UN NAMED ROAD WEST OF ORCHARD ROW
560375.0009,273374.9999,2,0,A142 SOHAM BY PASS JUNCTION EAST FEN COMMON
560425.0009,271424.9999,2,0,A1123 MILITARY RD SOHAM
560425.0009,273374.9999,2,1,A142 FEN DROVE JUNCTION C142 EAST FEN COMMON SOHAM
560425.0009,273424.9999,2,0,A142 JUNCTION C142 EAST FEN COMMON SOHAM
561025.0009,271624.9999,2,0,A1123 MILITARY RD JUNCTION DOWNFIELDS PETROL STATION
561325.0009,246924.9999,2,0,A1307 HOWARDS LANE CARDINALS GREEN
562875.0009,258774.9999,2,0,B1061 DULLINGHAM RD JUNCTION C227 EAGLE LANE DULLINGHAM
563625.0009,271524.9999,2,0,ISLEHAM RD FORDHAM POSSIBLE OUTSIDE NO 32
564725.0009,262724.9999,2,0,B1103 NEW CHEVELEY RD OUTSIDE NO 40 NEWMARKET
565325.0009,254124.9999,2,0,B1061 JW BRINKLEY RD BRINKLEY
566925.0009,260624.9999,2,1,C230 DUCHESS DRIVE JUNCTION C227 PARK RD CHEVELEY
567275.0009,266774.9999,2,0,A1304 JUNCTION A11 CHIPPENHAM
567425.0009,266824.9999,2,0,A11 200 METRES NORTH OF JUNCTION WITH A1304
568975.0009,269224.9999,2,0,B1085 CHIPPENHAM
570425.0009,260174.9999,2,2,B1063 JUNCTION ALL SAINTS CHURCH ASHLEY
500025.0009,256224.9999,1,0,BARTON ROAD B1046 AT JN WITH SOUTH STREET
500025.0009,256874.9999,1,1,CLIFTON ROAD 25M SOUTH OF JUNCTION WITH CLIFTON WAY
500025.0009,256924.9999,1,0,NEWMARKET BY PASS A11 600 METRES NORTH OF JUNCTION WITH LOND
500025.0009,257824.9999,1,0,HILLS ROAD CROSSROADS WITH GONVILLE PLACE
502025.0009,305674.9999,1,0,A1 300M NORTH OF A43 STAMFORD
502075.0009,305674.9999,1,0,A1 GREAT NORTH RD SBC WOTHORPE
502175.0009,305624.9999,1,1,A1 GT NORTH RD JNCT A43 KETTERING RD STAMFORD
502225.0009,305624.9999,1,0,GREAT NORTH ROAD A1 AT JN WITH KETTERING ROAD A43
502325.0009,305574.9999,1,0,A1 NBC NEAR JCT A43 WOTHORPE
502325.0009,305674.9999,1,1,EXIT SLIP GREAT NORTH ROAD A1 AT JN WITH A43
502375.0009,305574.9999,1,0,A1 NBC WOTHORPE STAMFORD    PLOTTED AT GRID REF PROVIDED BY
502375.0009,305674.9999,1,0,WOTHORPE KETTERING ROAD A43 AT JN WITH A1
502725.0009,306174.9999,1,0,KETTERING ROAD JUNCTION FIRST DIRECT STAMFORD WOTHORPE
502825.0009,305424.9999,1,1,GREAT NORTH ROAD NORTHBOUND A1 500 METRES SOUTH OF JUNCTION
502825.0009,305474.9999,1,0,A1 500 METRES SOUTH OF JUNCTION WITH A43
502925.0009,305374.9999,1,0,A1 GREAT NORTH RD NBC HALF MILE NORTH OF B1081 PETERBOROUGH
503025.0009,305324.9999,1,0,A1 SBC GT NORTH RD STAMFORD
503075.0009,305274.9999,1,0,A1 SBC 800M SOUTH OF A43 PETERBOROUGH
503125.0009,305224.9999,1,1,A1 GREAT NORTH RD OS 2425B STAMFORD
503175.0009,300724.9999,1,0,A47 100M WEST OF WITTERING LODGE PETERBOROUGH
503175.0009,305124.9999,1,0,A1 SBC STAMFORD PETERBOROUGH
503275.0009,306124.9999,1,0,FIRST DRIFT JUNCTION B1081 LONDON RD STAMFORD
503475.0009,304824.9999,1,0,A1 SBC 200M NORTH OF B1081 LONDON RD STAMFORD
503475.0009,305524.9999,1,0,B1081 ST MARTINS WITHOUT JUNCTION BURGHLEY GOLF CLUB ENTRANC
503475.0009,305624.9999,1,0,B1081 LONDON RD 500M SOUTH OF FIRST DRIFT STAMFORD
503525.0009,304774.9999,1,0,A1 NORTHBOUND NR CARPENTERS LODGE FLYOVER
503575.0009,304724.9999,1,0,A1 SBC 100M NORTH B1081 OFF SLIP STAMFORD
503625.0009,304574.9999,1,0,GREAT NORTH ROAD A1 700 METRES SOUTH OF JUNCTION WITH LONDON
503625.0009,304624.9999,1,1,A1 OLD GREAT NORTH RD BET SLIP RDS FROM B1091 SBC
503625.0009,304674.9999,1,0,CARPENTERS LODGE GREAT NORTH ROAD A1 AT JN WITH B1081
503675.0009,304624.9999,1,0,A1 SBC JUNCTION LONDON RD PETERBOROUGH
503725.0009,304524.9999,1,0,A1 GREAT NORTH RD 50M SOUTH OF B1081 LONDON RD STAMFORD
503725.0009,304574.9999,1,0,A1 SBC GREAT NORTH RD 50M SOUTH OF B1081 LONDON RD STAMFORD
503775.0009,276824.9999,1,0,A14 BYTHORN LAYBY
503925.0009,304324.9999,1,0,A1 GREAT NORTH RD 50M SOUTH OF RACECOURSE ROAD PETERBOROUGH
504075.0009,304274.9999,1,0,A1 GREAT NORTH RD 500M SOUTH OF B1081 PETERBOROUGH
504125.0009,304174.9999,1,0,A1 SBC PETERBOROUGH
504225.0009,274724.9999,1,1,B663 TOLL BAR LANE JUNCTION MICKLE HILL KEYSTON
504225.0009,301624.9999,1,1,OLD OUNDLE RD NEAR BONEMILLS COTTAGES
504325.0009,302474.9999,1,1,OLD OUNDLE ROAD THORNHAUAGH
504325.0009,304024.9999,1,0,GREAT NORTH ROAD A1 150 METRES NORTH OF JUNCTION WITH THE GR
504375.0009,303924.9999,1,0,A1 GREAT NORTH RD CARPENTERS LODGE 50M NORTH OF BARNACK DRIF
504525.0009,300474.9999,1,0,A47 JUNCTION OLD OUNDLE RD PETERBOROUGH
504575.0009,300474.9999,1,1,A47 AT THORNHAUGH NEAR TO JUNCTION OLD OUNDLE RD
504575.0009,303824.9999,1,0,A1 SB AT CARPENTERS LODGE PRIOR TO WITTERING
504625.0009,276324.9999,1,0,A14 EBC HUNTINGDON
504625.0009,303724.9999,1,0,A1 GT NORTH RD 1KM SOUTH RACECOURSE RD WITTERING
504625.0009,303774.9999,1,0,A1 GREAT NORTH RD 200M SOUTH OF THE GREEN DRIFT NR STAMFORD
504675.0009,276224.9999,1,0,JUNCTION 15 OF A14. EXACT LOCATION UNKNOWN - NO CLEAR DETAIL
504675.0009,276274.9999,1,0,KEYSON EASTBOUND KEYSTON
504725.0009,303674.9999,1,0,A1 800M NORTH RAF WITTERING DIRECTIONS OF TRAVEL UNKNOWN
504775.0009,303624.9999,1,0,A1 SOUTHBOUND 2 MILES SOUTH OF A43 PETERBOROUGH
504825.0009,276124.9999,1,0,A14 KEYSTON EASTBOUND JUNCTION TOLL BAR LANE
504825.0009,304074.9999,1,0,JUST OFF THE A1 THE GREEN DRIFT
504875.0009,303474.9999,1,0,SOUTHBOUND HALF MILE NORTH OF RAF WITTERING A1
504925.0009,276024.9999,1,0,A14 JUNCTION B663 TOLL BAR LANE KEYSTON
504925.0009,276074.9999,1,1,A14 EASTBOUND JUNCTION TOLL BAR LANE KEYSTON
505025.0009,300324.9999,1,0,A47 THORNHAUGH 50M WEST OF LAND FILL SITE PETERBOROUGH
505025.0009,306724.9999,1,1,B1443 300M WEST OF ENTRANCE TO BURGHLEY PARK STAMFORD
505075.0009,300324.9999,1,1,A47 OS COOKS HOLE QUARRY SITE PETERBOROUGH
505125.0009,275824.9999,1,0,MP 5376 EBC A14
505175.0009,303224.9999,1,0,A1 WITTERING 200M NORTH OF RAF BASE PETERBOROUGH
505225.0009,303174.9999,1,1,A1 GREAT NORTH RD 600M NORTH OF TOWNS END RD PETERBOROUGH
505275.0009,303124.9999,1,1,A1 SOUTHBOUND WITTERING OPPOSITE RAF WITTERING
505275.0009,306574.9999,1,1,BURGHLEY HOUSE BARNACK ROAD B1443
505325.0009,303124.9999,1,0,A1M RAF WITTERING 10M WEST OF RAF WITTERING
505375.0009,306474.9999,1,0,PILSGATE RD JUNCTION BURGHLEY HOUSE BEND STAMFORD
505525.0009,275524.9999,1,0,A14 800M EAST OF JUNCTION 15 BYTHORN
505575.0009,275474.9999,1,0,A14 600M EAST OF B663 BYTHORN NEAR LAYBY
505675.0009,302874.9999,1,0,A1 SBC 100M NORTH OF RAF WITTERING
505725.0009,302424.9999,1,0,8 BURGHLEY AVENUE
505725.0009,302774.9999,1,0,A1 NB WITTERING JUNCTION TOWNSEND RD
505825.0009,302724.9999,1,0,A1 SBC GREAT NORTH RD 100M SOUTH OF WITTERING CROSSOVER
505875.0009,275374.9999,1,1,A14 EBC 1200M EAST OF B663 TOLL BAR LANE KEYSTON
505875.0009,302674.9999,1,0,A1 NORTH NR RAF WITTERING
505925.0009,302624.9999,1,0,A1 SBC OPP WITTERING 300M NORTH OF BARNACK TURN
505975.0009,302574.9999,1,0,A1 GREAT NORTH RD PETERBOROUGH
506075.0009,275324.9999,1,0,A14
506175.0009,302424.9999,1,0,A1 SBC MP378 10M SOUTH OF UNNAMED RD TWDS BARNACK
506225.0009,200024.9999,1,1,BARNACK ROAD UNSPECIFIED LOCATION
506475.0009,275224.9999,1,0,A14 500M WEST OF CHAINBRIDGE LANE BYTHORN
506625.0009,301874.9999,1,0,A1 SB MP37/1 GREAT NORTH RD
506675.0009,299724.9999,1,0,A47 A47 50 METRES EAST OF JUNCTION WITH OLD LEICESTER ROAD
506675.0009,301774.9999,1,0,A1 GREAT NORTH RD 50M NORTH OF 3 ELM COTTAGES WITTERING
506825.0009,301574.9999,1,0,LONG ROAD A1
506875.0009,299474.9999,1,0,KINGS CLIFFE RD 20M WEST OF OLD LEICESTER RD WANSFORD
506875.0009,299724.9999,1,0,A47 WANSFORD EXACT LOCATION UNKNOWN
506925.0009,301424.9999,1,0,THORNHAUGH SOUTHBOUND A1
507025.0009,269324.9999,1,1,HIGH STREET B645
507025.0009,275124.9999,1,0,BYTHORN (PRIOR TO JUNCTION 15) WESTBOUND CARRIAGEWAY A14 CHA
507025.0009,301274.9999,1,0,A1 NBC GT NORTH RD JUNCTION WITTERING SERVICES
507125.0009,306524.9999,1,0,UFFINGTON ROAD 500 METRES SOUTH OF JUNCTION WITH MAIN ROAD
507175.0009,306624.9999,1,1,BARNACK RD 15M NORTH OF RAIL CROSSING STAMFORD
507225.0009,299424.9999,1,0,OUTSIDE NUMBER 4 OLD LEICESTER ROAD
507225.0009,299774.9999,1,0,A47 EBC 300M EAST OF A1 PETERBOROUGH
507275.0009,269274.9999,1,0,RUSHDEN TOWARDS TILBROOK B645
507325.0009,300424.9999,1,0,A1 GREAT NORTH RD 35 5 PETERBOROUGH
507325.0009,300474.9999,1,0,A1 GREAT NORTH RD PETERBOROUGH
507375.0009,299724.9999,1,0,A47 AT JN WITH OLD NORTH ROAD A6118
507375.0009,299774.9999,1,1,A47 JUNCTION A1 NBC OFF SLIP WANSFORD
507425.0009,299774.9999,1,0,A47
507425.0009,300024.9999,1,0,A1 onslip A47 Wansford
507425.0009,300074.9999,1,0,A1 WANSFORD
507425.0009,300224.9999,1,1,A1 SOUTHBOUND CWAY 500M NORTH OF A47 THORNHAUGH
507475.0009,299874.9999,1,0,GREAT NORTH ROAD A1 EXACT LOCATION UNKNOWN
507575.0009,298974.9999,1,0,BRIDGE END JUNCTION LONDON RD PETERBOROUGH
507575.0009,299624.9999,1,0,A1 100M SOUTH OF A47 WANSFORD
507575.0009,299774.9999,1,1,A47 80M WEST OF A1 PETERBOROUGH
507625.0009,298874.9999,1,0,B671 ELTON RD WANSFORD
507625.0009,298924.9999,1,0,B671 ELTON RD OS CROSS KEYS PH 100M SOUTH OF LONDON RD
507675.0009,299774.9999,1,0,A1 JUNCTION SLIP RD ROUNDABOUT A47 WANSFORD
507725.0009,299124.9999,1,1,GREAT NORTH ROAD A1 NEAR JN WITH A6118
507725.0009,305224.9999,1,0,UFFINGTON ROAD AT JUNCTION WITH BAINTON ROAD B1443
507775.0009,274974.9999,1,0,A14 MOLESWORTH  EXACT LOC UNKNOWN
507775.0009,299724.9999,1,0,A47
507825.0009,298974.9999,1,0,A1 GREAT NORTH RD JUNCTION A6118 WANSFORD
507825.0009,299724.9999,1,0,A47 180M EAST OF A1 SOUTHBOUND SLIP RD FL321 WANSFORD
507875.0009,299724.9999,1,0,A47 200M E OF A1 SB OFFSLIP JW A47 RAB
507975.0009,274974.9999,1,0,A14 CATWORTH  EXACT LOCATION UNKNOWN
508075.0009,305274.9999,1,0,B1443 STATION RD 10M EAST MAIN ST BARNACK
508125.0009,302624.9999,1,0,MAIN ST OUTSIDE GRANGE FARM SOUTHORPE
508175.0009,274924.9999,1,0,A14 500M WEST OF B660 MOLESWORTH
508175.0009,299674.9999,1,0,A47 150M EAST OF A1 SB SLIP RD WANSFORD NR PETROL STATION
508225.0009,299674.9999,1,0,A47 JUNCTION GARAGE EXIT WANSFORD
508325.0009,279374.9999,1,0,BRINTON ROAD JN WITH BROAD LANE
508375.0009,305474.9999,1,1,B1443 BARNACK RD CAMBS   PLOTTED FROM DIAGRAM
508425.0009,268674.9999,1,0,TILBROOK RD B645
508475.0009,274774.9999,1,0,A14 WBC NEAR JUNCTION 16 200M WEST OF B660 CATWORTH
508475.0009,276924.9999,1,0,BRINGTON RD 400M WEST OF B660
508475.0009,298524.9999,1,0,A1 GREAT NORTH RD NORTHBOUND CWAY OS 33 2 PETERBOROUGH
508475.0009,298574.9999,1,1,A1 GREAT NORTH RD PETERBOROUGH
508475.0009,303924.9999,1,0,WALCOT ROAD AT JN WITH MAIN STREET
508525.0009,268674.9999,1,0,B645
508525.0009,274774.9999,1,1,A14 WBC 200M WEST OF CATWORTH ON SLIP CATWORTH
508525.0009,298324.9999,1,0,A1 NEW LANE JUNCTION A1 SLIP OFF NBC PETERBOROUGH
508525.0009,298474.9999,1,0,A1 NBC STIBBINGTON EXACT LOC NOT KNOWN NO GRID REF GIVEN
508525.0009,298524.9999,1,0,SOUTHBOUND A1 CHURCH LANE
508525.0009,299674.9999,1,0,A47 AT WANSFORD EXACT LOCATION UNKNOWN
508575.0009,273624.9999,1,1,LONG LANE UNSPECIFIED ROAD OR LOCATION
508575.0009,274574.9999,1,0,B660 FOX RD JUNCTION A14 EXIT SLIP CATWORTH
508575.0009,298424.9999,1,0,A1 MP 330 GREAT NORTH RD STIBBINGTON
508625.0009,298324.9999,1,0,A1 STIBBINGTON JUNCTION SIBSON LANE MP 33 1 PETERBOROUGH
508675.0009,274774.9999,1,1,BRINGTON ROAD JUNCTION WITH B660
508675.0009,298274.9999,1,0,A1 GREAT NORTH RD NR SLIP RD STIBBINGTON
508675.0009,298324.9999,1,0,A1 GREAT NORTH JUNCTION NEW LANE PETERBOROUGH
508725.0009,270374.9999,1,0,B660 STATION RD 200M NORTH STATION RD CATWORTH
508725.0009,270674.9999,1,1,B660 BETWEEN CATWORTH AND KIMBOLTON HUNTINGDON
508725.0009,272574.9999,1,0,B660 STATION RD 400M SOUTH OF HIGH ST CATWORTH
508725.0009,273074.9999,1,0,B660 STATION RD OUTSIDE NO 20 CATWORTH
508725.0009,274674.9999,1,0,A14 JUNCTION CATWORTH SLIP RD FOR THE B660
508725.0009,296674.9999,1,0,WANSFORD ROAD B671 NEAR JN WITH HIGH LEYS FARM
508725.0009,296774.9999,1,1,ELTON ROAD
508725.0009,298174.9999,1,0,A1 GREAT NORTH RD 150M SOUTH STIBBINGTON EXIT SLIP
508725.0009,298274.9999,1,0,A1 GREAT NORTH RD 200M SOUTH OF STIBBINGTON FLYOVER PBORO
508725.0009,299624.9999,1,0,A47 WESTBOUND  WANSFORD LAYBY PETERBOROUGH
508775.0009,272774.9999,1,0,STATION ROAD B660 ON BEND OUTSIDE NUMBER 60
508825.0009,268674.9999,1,1,B645 TILBROOK ROAD 1000 METRES EAST OF JUNCTION WITH CHURCH
508825.0009,271674.9999,1,0,B660 STATION ROAD 100M EAST OF FARM ENTRANCE
508875.0009,271624.9999,1,1,B660 STATION RD 300M NORTH B660 COVINGTON TURN CATWORTH
508875.0009,293774.9999,1,0,MIDDLE STREET OS NO 18 ELTON
508875.0009,298024.9999,1,0,A1 GREAT NORTH RD 625M SOUTH OF CHURCH LANE STIBBINGTON
508925.0009,276924.9999,1,1,BRINGTON ROAD B660 AT JN WITH BRINGTON ROAD B660
508975.0009,274524.9999,1,0,A14 JNCT 16 EBC 300 YDS SPALDWICK
508975.0009,276974.9999,1,1,B660 OLD WESTON  NEAR OLD WESTON GROVE AND B660 JNCT
508975.0009,297924.9999,1,1,A1 GREAT NORTH RD STIBBINGTON
509025.0009,274524.9999,1,0,EASTBOUND A14 FOX ROAD B660
509025.0009,277024.9999,1,0,B660 100M E OF BRINGTON RD NEAR OLD WESTERN
509075.0009,297874.9999,1,0,33/9 A1 GREAT NORTH ROAD SBC
509075.0009,299524.9999,1,0,A47 EBC NEAR SUTTON HEATH RD EXACT LOCATION UNKNOWN
509075.0009,300274.9999,1,0,C44 SUTTON HEATH RD HALF MILE N OF A47 PETERBOROUGH
509125.0009,295774.9999,1,0,B671 WANSFORD RD ELTON
509125.0009,295874.9999,1,0,B671 ELTON RD 250M NORTH OF B671 WANSFORD RD ELTON
509175.0009,277074.9999,1,1,B660 MOLESWORTH 250M E OF B660 OLD WESTON
509175.0009,292774.9999,1,1,A605 AT JN WITH OVEREND B671
509175.0009,300074.9999,1,0,SUTTON HEATH ROAD AT JN WITH LANGLEY BUSH ROAD
509325.0009,266374.9999,1,0,B660 PARK LANE KIMBOLTON  PLOTTED FROM DIAGRAM
509325.0009,276174.9999,1,0,NEAR FOXHOLES FARM B660
509325.0009,306274.9999,1,0,TALLINGTON ROAD
509375.0009,306074.9999,1,0,TALLINGTON BAINTON 100M NORTH OF BARNACK RD
509425.0009,277074.9999,1,0,B660 AT JN WITH BRINGTON ROAD
509425.0009,297674.9999,1,0,GREAT NORTH ROAD A1 175M EAST OF OLD GREAT NORTH ROAD JUNCTI
509525.0009,297624.9999,1,0,A1 NORTHBOUND PETERBOROUGH AT LAYBY NO OTHER INFO
509575.0009,268474.9999,1,0,STOW RD KIMBOLTON JUNCTION STATION RD
509575.0009,297574.9999,1,0,A1 SIBSON GREAT NORTH RD 1200M S OF NEW LANE SIBSON
509625.0009,297524.9999,1,0,A1 GT NORTH RD JUNCTION SIBSON INN PETERBOROUGH
509675.0009,292974.9999,1,0,A605 ELTON 500M EAST OF ELTON PETERBOROUGH
509725.0009,274224.9999,1,0,A14 EB 1200M EAST OF JCT 16 OS LAYBY LEIGHTON BROMSWOLD
509725.0009,297524.9999,1,1,A1 NORTH SIBSON CAMBS
509975.0009,267774.9999,1,0,HIGH STREET KIMBOLTON    EXACT LOCATION NOT KNOWN
510075.0009,267774.9999,1,0,ENTRANCE TO HELLETTS BUTCHERS YARD KIMBOLTON
510075.0009,299224.9999,1,0,A47 PETERBOROUGH   EXACT LOCATION NOT KNOWN
510125.0009,267174.9999,1,0,PARK LANE 100M SW OF HATCHET LANE OUTSIDE NO 23 STONELY
510125.0009,267774.9999,1,0,KIMBOLTON ROAD B645  PLOTTED AT GRID REF PROVIDED
510125.0009,293124.9999,1,0,A605 1000M EAST OF ELTON RD PETERBOROUGH
510125.0009,297274.9999,1,1,A1 NBC WATER NEWTON PETERBOROUGH
510125.0009,299174.9999,1,0,NENE WAY WITH PETERBOROUGH ROAD
